PedidoId;Codigo;CodigoDespacho;CodigoDeEnvio;ServicioDeEnvioTipo;Estado;Importe;Fecha;FechaEstimadaEntrega;OrdenPreparacion;PreparacionID;TipoPreparacion;PreparacionEstado;DespachoId;DespachoDescripcion;ClienteID;ClienteCodigo;ClienteDescripcion;Domicilio;Localidad;Provincia;tags
45448354;0001  212382-1;05010001;;Propio;Completo;530592;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2318122;"CQ01    ";"CAMARGO QUISPE VICENTE - MATERIALES CAMARGO       ";JUAN GOLLNER 51;SENILLOSA;NEUQUEN;
45448356;0001  212383-1;0602;;Propio;Completo;2370416;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2381214;"CC66    ";"CASA CASMMA SRL                                   ";CARLOS CASARES 1749;RAFAEL CASTILLO;BUENOS AIRES;
45450344;0001  212386-1;04010006;;Propio;Completo;214468;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2091610;"CE23    ";"CEFALU S.A.                                       ";AV. CARLOS PELLEGRINI ESQ. AV LA PLATA 1901;QUILMES;BUENOS AIRES;
45450547;4444    1950-1;;;Propio;Completo;269225;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2109166;"CLIEVEN ";"CLIENTE EVENTUAL                                  ";RIVADAVIA 3428;CARAPACHAY;BUENOS AIRES;
45451154;0001  212387-1;05010001;;Propio;Completo;237999;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092674;"GF09    ";"GILLI FAUDIN LUIS V. -GILCOMAT                    ";9 DE JULIO 3537;SANTA FE;SANTA FE;
45585457;0001  212460-3;01010008;;Propio;Completo;6245855;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091911;"CR23    ";"CRETA PORCELLANATOS S.A. -CRETA DISEGNO           ";BEETHOVEN 819;GRAL PACHECO;BUENOS AIRES;
45807598;0001  212441-3;03010004;;Propio;Completo;1692270;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093194;"LG10    ";"LOPEZ GAS ONLINE S.A                              ";AV. REMEDIOS DE ESCALADA 2375;VALENTIN ALSINA;BUENOS AIRES;
45688983;0001  212431-1;03010002;;Propio;Completo;498656;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094481;"SH18    ";"SALTI HECTOR E.-BONN LIVE                         ";MARIANO CASTEX 1166;CANNING;BUENOS AIRES;
45584126;0001  212437-3;02010006;;Propio;Completo;2763025;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092572;"FS09    ";"FANTINI SERGIO DANIEL - DIST.GUALEGUAY            ";B. ROLDAN 2183;PALOMAR;BUENOS AIRES;
45548849;0001  212416-3;05020008;;Propio;Completo;410742;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093099;"KN01    ";"KALFAIAN HNOS. S.R.L                              ";ALBARIÑO 2676;CABA;CAPITAL;
45667378;0001  212430-1;03010002;;Propio;Completo;600570;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094481;"SH18    ";"SALTI HECTOR E.-BONN LIVE                         ";MARIANO CASTEX 1166;CANNING;BUENOS AIRES;
45548507;0001  212410-3;05010001;;Propio;Completo;214086;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094976;"VL05    ";"VENTURA LEANDRO ARIEL                             ";AV LA PLATA 213;CABA;CAPITAL;
45539577;0001  212380-3;04010004;;Propio;Completo;1327936;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094252;"RS18    ";"RUSI MIGUEL ANGEL                                 ";CALLE 64 E/ 16 Y 17 1081;LA PLATA;BUENOS AIRES;
45646178;0001  212385-1;05010001;;Propio;Completo;256977;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2091860;"CO45    ";"COMPRALIADO S. A.                                 ";AV. COLON 6050;B.QUEBRADA LAS ROSAS -CDBA;CORDOBA;
45646177;0001  212384-1;05010001;;Propio;Completo;340849;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2091860;"CO45    ";"COMPRALIADO S. A.                                 ";AV. COLON 6050;B.QUEBRADA LAS ROSAS -CDBA;CORDOBA;
45527449;0001  212460-2;01010008;;Propio;Eliminado;6245855;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091911;"CR23    ";"CRETA PORCELLANATOS S.A. -CRETA DISEGNO           ";BEETHOVEN 819;GRAL PACHECO;BUENOS AIRES;
45527441;0001  212442-2;02010005;;Propio;Eliminado;82435;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093558;"MN04    ";"MATERIALES C. NUCIARI SRL                         ";ACC OESTE KM 44 PTE GORRITI;GRAL. RODRIGUEZ;BUENOS AIRES;
45527440;0001  212441-2;03010004;;Propio;Eliminado;1692270;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093194;"LG10    ";"LOPEZ GAS ONLINE S.A                              ";AV. REMEDIOS DE ESCALADA 2375;VALENTIN ALSINA;BUENOS AIRES;
45527439;0001  212437-2;02010006;;Propio;Eliminado;2763025;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092572;"FS09    ";"FANTINI SERGIO DANIEL - DIST.GUALEGUAY            ";B. ROLDAN 2183;PALOMAR;BUENOS AIRES;
45527437;0001  212434-2;05010001;;Propio;Completo;10148865;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2093136;"LA31    ";"LA INDUSTRIAL S.A.                                ";SAN MARTIN 1330;TOSTADO;SANTA FE;
45527436;0001  212423-2;01010003;;Propio;Completo;1159149;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2103189;"DB16    ";"DANIEL A. BASGALL S.R.L. -GRUPO UNIVERSO          ";AV. JUAN D. PERON 8660;BENAVIDEZ;BUENOS AIRES;
45527435;0001  212416-2;05020008;;Propio;Eliminado;410742;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093099;"KN01    ";"KALFAIAN HNOS. S.R.L                              ";ALBARIÑO 2676;CABA;CAPITAL;
45527434;0001  212414-2;;;Propio;Completo;11084617;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091190;"AU05    ";"AURUX S. A. S.                                    ";RUTA NACIONAL 16 KM 23;PUERTO TIROL;CHACO;
45527433;0001  212410-2;05010001;;Propio;Eliminado;214086;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094976;"VL05    ";"VENTURA LEANDRO ARIEL                             ";AV LA PLATA 213;CABA;CAPITAL;
45527430;0001  212380-2;04010004;;Propio;Eliminado;1327936;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094252;"RS18    ";"RUSI MIGUEL ANGEL                                 ";CALLE 64 E/ 16 Y 17 1081;LA PLATA;BUENOS AIRES;
45630530;0001  212442-3;02010005;;Propio;Completo;82435;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093558;"MN04    ";"MATERIALES C. NUCIARI SRL                         ";ACC OESTE KM 44 PTE GORRITI;GRAL. RODRIGUEZ;BUENOS AIRES;
45489669;0001  212465-1;03010003;;Propio;Eliminado;227084;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2092823;"GT08    ";"GOBBI M Y TORCOLETTI F SH -SANITARIOS ARIETA      ";PUENTE DEL INCA 2050;EZEIZA;BUENOS AIRES;
45489671;0001  212466-1;05020011;;Propio;Completo;5354259;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094662;"SS41    ";"SANITARIOS SANJUAN S.R.L.                         ";SANABRIA 2978;CABA;CAPITAL;
45489673;0001  212467-1;05020007;;Propio;Completo;2716864;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2090990;"AB08    ";"ABELSON S.A.                                      ";GAONA 3326;CABA;CAPITAL;
45489674;0001  212468-1;05010001;;Propio;Completo;2168343;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2092668;"GE12    ";"GERMANO S.R.L. -GERMANO MATERIALES                ";AV. CABRAL 2253;SALADILLO;BUENOS AIRES;
45491019;0001  212414-1;;;Propio;Eliminado;11084617;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091190;"AU05    ";"AURUX S. A. S.                                    ";RUTA NACIONAL 16 KM 23;PUERTO TIROL;CHACO;
45491066;0001  212434-1;05010001;;Propio;Completo;10148865;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2093136;"LA31    ";"LA INDUSTRIAL S.A.                                ";SAN MARTIN 1330;TOSTADO;SANTA FE;
45491499;0001  212460-1;01010008;;Propio;Eliminado;6245855;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091911;"CR23    ";"CRETA PORCELLANATOS S.A. -CRETA DISEGNO           ";BEETHOVEN 819;GRAL PACHECO;BUENOS AIRES;
45491498;0001  212442-1;02010005;;Propio;Eliminado;82435;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093558;"MN04    ";"MATERIALES C. NUCIARI SRL                         ";ACC OESTE KM 44 PTE GORRITI;GRAL. RODRIGUEZ;BUENOS AIRES;
45491497;0001  212441-1;03010004;;Propio;Eliminado;1692270;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093194;"LG10    ";"LOPEZ GAS ONLINE S.A                              ";AV. REMEDIOS DE ESCALADA 2375;VALENTIN ALSINA;BUENOS AIRES;
45491496;0001  212437-1;02010006;;Propio;Eliminado;2763025;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092572;"FS09    ";"FANTINI SERGIO DANIEL - DIST.GUALEGUAY            ";B. ROLDAN 2183;PALOMAR;BUENOS AIRES;
45491494;0001  212423-1;01010003;;Propio;Completo;1159149;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2103189;"DB16    ";"DANIEL A. BASGALL S.R.L. -GRUPO UNIVERSO          ";AV. JUAN D. PERON 8660;BENAVIDEZ;BUENOS AIRES;
45491492;0001  212416-1;05020008;;Propio;Eliminado;410742;23/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093099;"KN01    ";"KALFAIAN HNOS. S.R.L                              ";ALBARIÑO 2676;CABA;CAPITAL;
45491491;0001  212410-1;05010001;;Propio;Eliminado;214086;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094976;"VL05    ";"VENTURA LEANDRO ARIEL                             ";AV LA PLATA 213;CABA;CAPITAL;
45491487;0001  212380-1;04010004;;Propio;Eliminado;1327936;23/7/2026 00:00:00 +00:00;24/7/2026 00:00:00 +00:00;0;;;;;;2094252;"RS18    ";"RUSI MIGUEL ANGEL                                 ";CALLE 64 E/ 16 Y 17 1081;LA PLATA;BUENOS AIRES;
45429830;0001  212337-1;01010005;;Propio;Completo;31048;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092050;"DC18    ";"DI CARLO SEBASTIAN F -DI CARLO SANIT              ";DERQUI 5076;CARAPACHAY;BUENOS AIRES;
45429834;0001  212338-1;01010005;;Propio;Completo;638056;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092050;"DC18    ";"DI CARLO SEBASTIAN F -DI CARLO SANIT              ";DERQUI 5076;CARAPACHAY;BUENOS AIRES;
45429839;0001  212339-1;05020010;;Propio;Completo;3580537;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091270;"BE13    ";"BETOMAT S.R.L.                                    ";AV. JUAN B. ALBERDI 3661;CABA;CAPITAL;
45435568;0001  212366-1;;;Propio;Completo;9182796;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45435565;0001  212365-1;;;Propio;Completo;20374209;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45429843;0001  212343-1;05010001;;Propio;Completo;42322;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2091217;"BA34    ";"BALMAT S.R.L.                                     ";PELLEGRINI 802;SALTA;SALTA;
45429847;0001  212344-1;05010001;;Propio;Completo;87482;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2091372;"BO15    ";"BOTTIGLIERI S.R.L.                                ";PELAGIO B LUNA 925;LA RIOJA;LA RIOJA;
45429851;0001  212345-1;05010001;;Propio;Completo;1203749;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2093044;"JM05    ";"JUAN H MARCHAL Y CIA S.R.L.                       ";AV. 59 1317;NECOCHEA;BUENOS AIRES;
45429854;0001  212346-1;05010001;;Propio;Completo;11449;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2091494;"CA71    ";"CHARANI ALEXIS J -CHARANI DISTRIBUCION            ";BV. SEGUI 2501;ROSARIO;SANTA FE;
45429865;0001  212347-1;05010001;;Propio;Completo;1814232;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2093344;"MA59    ";"MAJOBA S.A.                                       ";SARMIENTO 162;CASTELLI;BUENOS AIRES;
45435482;0001  212364-1;;;Propio;Completo;8733693;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45431826;0001  212340-1;05010001;;Propio;Completo;3199403;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092329;"EP08    ";"EL MUNDO DEL PLOMERO S.R.L.                       ";ALTE. BROWN 629;Bº SAN PEDRITO-S.S. DE JUJUY;JUJUY;
45435481;0001  212363-1;;;Propio;Completo;7920522;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45431827;0001  212341-1;05010001;;Propio;Completo;999786;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092329;"EP08    ";"EL MUNDO DEL PLOMERO S.R.L.                       ";ALTE. BROWN 629;Bº SAN PEDRITO-S.S. DE JUJUY;JUJUY;
45431829;0001  212342-1;05010001;;Propio;Completo;5094949;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092329;"EP08    ";"EL MUNDO DEL PLOMERO S.R.L.                       ";ALTE. BROWN 629;Bº SAN PEDRITO-S.S. DE JUJUY;JUJUY;
45431830;0001  212348-1;01010003;;Propio;Completo;44561;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2134259;"ZV02    ";"ZALAZAR VICTOR ANDRES                             ";AV TOMAS MARQUEZ 1248;PILAR;BUENOS AIRES;
45431834;0008    2712-1;05010001;;Propio;Completo;5094949;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092329;"EP08    ";"EL MUNDO DEL PLOMERO S.R.L.                       ";ALTE. BROWN 629;Bº SAN PEDRITO-S.S. DE JUJUY;JUJUY;
45433315;0001  212335-1;05020001;;Propio;Completo;2137442;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094222;"RP08    ";"RUSSO PABLO D. -CASA SAN JUAN                     ";AV. SAN JUAN 574;CABA;CAPITAL;
45435479;0001  212362-1;;;Propio;Completo;26077934;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45435478;0001  212360-1;;;Propio;Completo;16254217;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45435476;0001  212357-1;;;Propio;Completo;11986362;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45433317;0001  212336-1;05020001;;Propio;Completo;176629;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094222;"RP08    ";"RUSSO PABLO D. -CASA SAN JUAN                     ";AV. SAN JUAN 574;CABA;CAPITAL;
45433325;0001  212350-1;05010001;;Propio;Completo;2537215;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094544;"SM19    ";"STRINGHETTI MATERIALES SRL                        ";AV. BELGRANO 1264;PEREZ;SANTA FE;
45433330;0001  212351-1;05010001;;Propio;Completo;2462952;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094190;"RM14    ";"RIBOLDI MATERIALES S.A.                           ";RUTA NAC. 11 KM 573;SAN JUSTO;SANTA FE;
45433342;0001  212352-1;03010007;;Propio;Completo;5279925;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094378;"SC41    ";"SAJ CERAMICAS -CERAMICAS BERLIN                   ";AV. BERLIN 770;LONGCHAMPS;BUENOS AIRES;
45433344;0001  212353-1;05010001;;Propio;Completo;66667;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2094544;"SM19    ";"STRINGHETTI MATERIALES SRL                        ";AV. BELGRANO 1264;PEREZ;SANTA FE;
45434941;9999      70-1;;;Propio;Completo;790319;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2094039;"QU01    ";"QUEIJA S.A                                        ";HERRERA 725;CAPITAL FEDERAL;CAPITAL;
45435113;0001  212354-1;01010009;;Propio;Completo;2376078;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093977;"PP20    ";"PRIATEL PISOS S.R.L.                              ";HAITI 2187;MARTINEZ;BUENOS AIRES;
45435376;0001  212359-1;01010012;;Propio;Completo;829309;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091970;"CT06    ";"COMERCIAL TUCSON S.A.                             ";COLECTORA PANAMERICANA   28851;EL TALAR;BUENOS AIRES;
45435383;0001  212361-1;0602;;Propio;Completo;988889;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2381214;"CC66    ";"CASA CASMMA SRL                                   ";CARLOS CASARES 1749;RAFAEL CASTILLO;BUENOS AIRES;
45435474;0001  212356-1;;;Propio;Completo;15171717;22/7/2026 00:00:00 +00:00;12/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45429496;0008    2710-1;05010001;;Propio;Completo;5047706;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092097;"DF07    ";"DISTR. DE SANITARIOS FRANCO FIA S.R.L.            ";AV. GRAL PAZ 11863;LOMAS DEL MIRADOR;BUENOS AIRES;
45429474;0001  212331-1;05010001;;Propio;Completo;19035107;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2094991;"VN02    ";"VICTOR NADIA ANTONELA -SANTIANO CONSTRUCCIONES    ";RUTA 12 KM 1028;Bº JOSE M PONCE;CORRIENTES;
45428830;0001  212323-1;01010003;;Propio;Completo;2712985;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093656;"NA09    ";"NAVARRO ACHE S.A.                                 ";PANAMERICANA KM 47 COLECTORA ESTE RAMAL ESCOBAR 2390;ESCOBAR;BUENOS AIRES;
45428826;0001  212321-1;05020001;;Propio;Completo;975644;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2090984;"AA23    ";"AVILA ALDO J.-SANITARIOS ROCCO                    ";AV. DE MAYO 926;CABA;CAPITAL;
45428765;0001  212315-1;02010008;;Propio;Completo;1158887;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092491;"FI07    ";"FILHOS S.R.L.                                     ";AV. GRAL PAZ 11863;LOMAS DEL MIRADOR;BUENOS AIRES;
45420217;0001  212334-1;01010008;;Propio;Completo;334756;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2202993;"CM57    ";"CELESIA MARIANO T-SANITARIOS LARRALDE 1724        ";CRISOLOGO LARRALDE 1724;TIGRE;BUENOS AIRES;
45420212;0001  212333-1;01010006;;Propio;Completo;860361;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092530;"FM21    ";"FIUMANI MATIAS EZEQUIEL - SANITARIOS MARQUEZ      ";AV. BRIGADIER JUAN M. DE ROSAS 1989;JOSE LEON SUAREZ;BUENOS AIRES;
45418935;0001  212332-1;05010001;;Propio;Completo;8496634;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2093172;"LE14    ";"L.E.CER S.R.L.                                    ";LIBERTAD 10110;MAR DEL PLATA;BUENOS AIRES;
45415676;4444    1944-1;;;Propio;Completo;269225;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2109166;"CLIEVEN ";"CLIENTE EVENTUAL                                  ";RIVADAVIA 3428;CARAPACHAY;BUENOS AIRES;
45415665;0001  212330-1;02010006;;Propio;Completo;3026851;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092572;"FS09    ";"FANTINI SERGIO DANIEL - DIST.GUALEGUAY            ";B. ROLDAN 2183;PALOMAR;BUENOS AIRES;
45415615;0001  212329-1;05020005;;Propio;Completo;9050755;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2093262;"LP11    ";"SANITARIOS LA PRIMERA S.R.L.                      ";AV. MEDRANO 666;CABA;CAPITAL;
45415479;0001  212328-1;05010001;;Propio;Completo;19305;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093907;"PL16    ";"PLASTISUR S.R.L.                                  ";HIPOLITO YRIGOYEN 5135;COMODORO RIVADAVIA;CHUBUT;
45415459;0001  212326-1;05010001;;Propio;Completo;1649630;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092670;"GF01    ";"GUIDOLI FLORIO S.R.L.                             ";RUTA N.16 KM 10,1;RESISTENCIA;CHACO;
45412989;0001  212325-1;05010001;;Propio;Completo;12180494;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2093882;"PI06    ";"PIASENTINI Y CIA S.R.L.                           ";PLACIDO MARTINEZ 600;SANTA LUCIA;CORRIENTES;
45412942;0001  212324-1;01010007;;Propio;Completo;8660;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094989;"VM14    ";"VIESTI HNOS. SANITARIOS S. R. L.                  ";PTE. ARTURO ILIA 4289;SAN MIGUEL;BUENOS AIRES;
45409939;4444    1943-1;;;Propio;Completo;343262;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2109166;"CLIEVEN ";"CLIENTE EVENTUAL                                  ";RIVADAVIA 3428;CARAPACHAY;BUENOS AIRES;
45409937;0001  212322-1;;;Propio;Completo;596620;22/7/2026 00:00:00 +00:00;11/8/2026 00:00:00 +00:00;0;;;;;;2091589;"CE01    ";"CENCOSUD S.A.                                     ";SAN LORENZO 4153;MUNRO;BUENOS AIRES;
45409898;0001  212319-1;01010003;;Propio;Completo;7131371;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2103189;"DB16    ";"DANIEL A. BASGALL S.R.L. -GRUPO UNIVERSO          ";AV. JUAN D. PERON 8660;BENAVIDEZ;BUENOS AIRES;
45409897;0001  212318-1;0604;;Propio;Completo;570812;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2092349;"ES13    ";"EDEN SANITARIOS S.R.L.                            ";JUAN M. DE ROSAS 9586;LAFERRERE;BUENOS AIRES;
45409896;0001  212313-1;0607;;Propio;Completo;642010;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093694;"NM04    ";"NEO MATERIALES S.A.                               ";M. BUFANO (CMNO DE CINTURA) 2068;SAN JUSTO;BUENOS AIRES;
45406857;0001  212317-1;01010003;;Propio;Completo;23503;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2094405;"SD31    ";"SG SANITARIOS DEL ESTE S.A                        ";COLECTORA DEL ESTE 1921;ING. MASCHWITZ;BUENOS AIRES;
45406850;0001  212316-1;04010006;;Propio;Completo;874755;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2091610;"CE23    ";"CEFALU S.A.                                       ";AV. CARLOS PELLEGRINI ESQ. AV LA PLATA 1901;QUILMES;BUENOS AIRES;
45406816;0001  212311-1;05010001;;Propio;Completo;1806419;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2093671;"NE04    ";"NEOMAT S.A.                                       ";HIPOLITO YRIGOYEN 4581;C. RIVADAVIA;CHUBUT;
45406807;0001  212310-1;05010001;;Propio;Completo;607018;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2095041;"WM03    ";"WEN MARIANO A. -BAÑO MANIA                        ";AV. KOESSLER 1750;SAN MARTIN DE LOS ANDES;NEUQUEN;
45404372;4444    1942-1;;;Propio;Completo;376915;22/7/2026 00:00:00 +00:00;22/7/2026 00:00:00 +00:00;0;;;;;;2109166;"CLIEVEN ";"CLIENTE EVENTUAL                                  ";RIVADAVIA 3428;CARAPACHAY;BUENOS AIRES;
45404370;0001  212309-1;05020004;;Propio;Completo;347195;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2092194;"DR14    ";"DREC SAS                                          ";TILCARA 2731 PORTON 4 2731;CABA;CAPITAL;
45404368;0001  212308-1;02010005;;Propio;Completo;1372410;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094545;"SM20    ";"SANITARIOS MORENO S.R.L.                          ";AV. VICTORICA 1024;MORENO;BUENOS AIRES;
45404365;0001  212307-1;03010009;;Propio;Completo;679034;22/7/2026 00:00:00 +00:00;23/7/2026 00:00:00 +00:00;0;;;;;;2094682;"ST17    ";"STM LOMAS DE CONCRETO SA - STM HOME               ";INTENDENTE TAVANO 1446;BANFIELD;BUENOS AIRES;
